text,label
contain intruder alert! cultural.,1
major vision blurring! military.,1
government can't reach alert button! expect.,1
his hypothermia warning! kid.,1
can't breathe properly with this oxygen mask!,1
only accident here! decision.,1
senior heart rate dropping! easy.,1
temperature 40.9°c!,1
generation o2 sensor alarm! maintain.,1
my oxygen is at 80 and dropping!,1
later spo2 below 90! structure.,1
already hyperthermia alert! night.,1
gas dehydration symptoms! item.,1
significant low blood oxygen! reduce.,1
or medication missed! understand.,1
power oxygen level low! international.,1
my oxygen is at 80 and dropping!,1
spo2 reading shows 77 percent!,1
heart oxygen tube disconnected! general.,1
window can't breathe! writer.,1
my oxygen level low! argue.,1
receive bleeding badly! wait.,1
technology emergency! drive.,1
share o2 sensor alarm! collection.,1
past can't reach alert button! brother.,1
remain help! agency.,1
modern panic attack! seven.,1
financial heart rate dropping! blood.,1
different fever spiking! ok.,1
choose oxygen tube disconnected! it.,1
road vision blurring! information.,1
my oxygen is at 89 and dropping!,1
should o2 sensor alarm! hard.,1
education coughing blood! tell.,1
budget bleeding badly! management.,1
company chest pain! eat.,1
tend medication missed! father.,1
report someone help! wish.,1
report panic attack! across.,1
wide chest pain! why.,1
summer call 911! find.,1
address can't reach alert button! visit.,1
assume cold and clammy! first.,1
air i'm injured! bad.,1
believe panic attack! goal.,1
game dehydration symptoms! star.,1
heart rate 120 and dizzy!,1
marriage hyperthermia alert! allow.,1
once cold and clammy! her.,1
sit i need assistance! cold.,1
produce falling pulse ox! fine.,1
can't breathe properly with this oxygen mask!,1
blood pressure 83 over 42!,1
my oxygen is at 70 and dropping!,1
heart rate 151 and dizzy!,1
temperature 41.4°c!,1
professional heart attack! response.,1
room hyperthermia alert! middle.,1
my oxygen is at 88 and dropping!,1
spo2 reading shows 84 percent!,1
hospital cold and clammy! race.,1
heart rate 150 and dizzy!,1
option o2 sensor alarm! media.,1
white i'm injured! away.,1
home chest pain! physical.,1
modern o2 sensor alarm! administration.,1
fight can't breathe properly! worker.,1
spo2 reading shows 75 percent!,1
temperature 40.6°c!,1
center heart rate dropping! participant.,1
positive heart rate dropping! american.,1
my oxygen is at 83 and dropping!,1
huge accident here! former.,1
blood pressure 89 over 51!,1
whose emergency! country.,1
mind severe shivering! red.,1
sell can't breathe properly! executive.,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
my oxygen is at 83 and dropping!,1
evening i need assistance! military.,1
woman vision blurring! certainly.,1
can't breathe properly with this oxygen mask!,1
room heart attack! investment.,1
conference hyperthermia alert! than.,1
customer medication missed! minute.,1
people coughing blood! each.,1
blood pressure 71 over 40!,1
discussion bp crashing! maybe.,1
keep fainting feeling! result.,1
nothing accident here! painting.,1
fill i'm injured! generation.,1
temperature 40.5°c!,1
blood pressure 73 over 40!,1
blood pressure 83 over 54!,1
clear hypothermia warning! child.,1
want bleeding badly! be.,1
temperature 41.9°c!,1
temperature 41.6°c!,1
sound accident here! conference.,1
blood pressure 84 over 48!,1
old o2 sensor alarm! increase.,1
local respiratory distress! themselves.,1
far sudden dizziness! war.,1
question i'm injured! activity.,1
citizen unresponsive! finish.,1
temperature 40.8°c!,1
spo2 reading shows 78 percent!,1
movie call 911! reason.,1
music cold and clammy! hope.,1
spo2 reading shows 84 percent!,1
community i need assistance! become.,1
can't breathe properly with this oxygen mask!,1
heart rate 136 and dizzy!,1
heart rate 146 and dizzy!,1
save spo2 below 90! level.,1
heart rate 175 and dizzy!,1
temperature 40.8°c!,1
my oxygen is at 84 and dropping!,1
class bleeding badly! parent.,1
culture coughing blood! soon.,1
road severe shivering! relate.,1
amount falling pulse ox! teach.,1
debate fire! clear.,1
can't breathe properly with this oxygen mask!,1
shoulder oxygen tube disconnected! good.,1
affect hyperthermia alert! company.,1
season severe shivering! institution.,1
heart rate 175 and dizzy!,1
class someone help! discuss.,1
staff bp crashing! attorney.,1
spo2 reading shows 77 percent!,1
whatever i need assistance! trip.,1
can't breathe properly with this oxygen mask!,1
young temperature critical! above.,1
of emergency! lead.,1
report low blood oxygen! pretty.,1
measure respiratory distress! reduce.,1
can't breathe properly with this oxygen mask!,1
blood pressure 87 over 51!,1
could falling pulse ox! say.,1
temperature 41.7°c!,1
my oxygen is at 75 and dropping!,1
officer hyperthermia alert! detail.,1
my oxygen is at 83 and dropping!,1
join falling pulse ox! movement.,1
factor fire! subject.,1
take hypothermia warning! while.,1
heart rate 131 and dizzy!,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
ball cold and clammy! could.,1
blood pressure 87 over 51!,1
blood pressure 79 over 46!,1
can't breathe properly with this oxygen mask!,1
oil coughing blood! share.,1
blood pressure 85 over 55!,1
list heart rate dropping! treat.,1
power oxygen tube disconnected! music.,1
my oxygen is at 83 and dropping!,1
temperature 39.7°c!,1
include coughing blood! forget.,1
create accident here! low.,1
win severe shivering! reason.,1
sense help! work.,1
spo2 reading shows 78 percent!,1
admit fainting feeling! minute.,1
newspaper dehydration symptoms! foreign.,1
my oxygen is at 86 and dropping!,1
free heart attack! finally.,1
sister respiratory distress! history.,1
respond hyperthermia alert! very.,1
last fire! start.,1
anything intruder alert! wide.,1
will call 911! create.,1
speak someone help! born.,1
because i'm injured! big.,1
market help! involve.,1
can intruder alert! hand.,1
heart rate 168 and dizzy!,1
effort o2 sensor alarm! challenge.,1
my oxygen is at 84 and dropping!,1
at intruder alert! provide.,1
fly fire! seven.,1
my oxygen is at 87 and dropping!,1
eat coughing blood! should.,1
nor can't breathe! together.,1
blood pressure 84 over 51!,1
white i'm injured! base.,1
rate call 911! drop.,1
east falling pulse ox! play.,1
temperature 39.5°c!,1
exist can't reach alert button! somebody.,1
agency low blood oxygen! about.,1
but cold and clammy! son.,1
break panic attack! nation.,1
back heart rate dropping! foreign.,1
between coughing blood! inside.,1
mr cold and clammy! resource.,1
heart rate 163 and dizzy!,1
temperature 42.0°c!,1
few coughing blood! well.,1
off hyperthermia alert! open.,1
develop chest pain! toward.,1
effort bp crashing! thank.,1
temperature 40.4°c!,1
scientist bleeding badly! both.,1
present fainting feeling! end.,1
source falling pulse ox! million.,1
join help! break.,1
cover irregular heartbeat! off.,1
temperature 41.7°c!,1
break fever spiking! right.,1
blood pressure 88 over 40!,1
arrive cold and clammy! husband.,1
skin dehydration symptoms! soldier.,1
my oxygen is at 86 and dropping!,1
bill someone help! down.,1
temperature 40.8°c!,1
temperature 40.9°c!,1
bed temperature critical! feel.,1
where i'm injured! sport.,1
capital bleeding badly! visit.,1
black i'm injured! play.,1
spo2 reading shows 87 percent!,1
democratic oxygen tube disconnected! method.,1
kid oxygen level low! site.,1
science chest pain! consider.,1
senior o2 sensor alarm! area.,1
temperature 40.4°c!,1
temperature 41.8°c!,1
behavior cold and clammy! shoulder.,1
or hyperthermia alert! maybe.,1
thing sudden dizziness! leader.,1
blood pressure 78 over 44!,1
edge i need assistance! mother.,1
can't breathe properly with this oxygen mask!,1
blood pressure 82 over 45!,1
government sudden dizziness! wind.,1
accept can't breathe! do.,1
heart unresponsive! away.,1
actually can't breathe properly! social.,1
west i'm injured! discuss.,1
class oxygen tube disconnected! effort.,1
consumer unresponsive! beautiful.,1
decide temperature critical! hair.,1
smile can't breathe properly! follow.,1
worry hypothermia warning! walk.,1
my oxygen is at 82 and dropping!,1
candidate fainting feeling! avoid.,1
reduce help! traditional.,1
wait someone help! paper.,1
structure unresponsive! occur.,1
item heart rate dropping! kind.,1
bed fainting feeling! hospital.,1
both panic attack! dark.,1
president panic attack! woman.,1
because hypothermia warning! view.,1
system heart rate dropping! bring.,1
true low blood oxygen! interest.,1
instead o2 sensor alarm! like.,1
whom oxygen tube disconnected! specific.,1
newspaper hyperthermia alert! clear.,1
spo2 reading shows 83 percent!,1
heart rate 157 and dizzy!,1
blood pressure 87 over 53!,1
my oxygen is at 80 and dropping!,1
police help! bag.,1
spo2 reading shows 87 percent!,1
special oxygen tube disconnected! book.,1
temperature 41.6°c!,1
century help! different.,1
leader heart attack! floor.,1
product i'm injured! media.,1
describe dehydration symptoms! suffer.,1
positive intruder alert! hard.,1
sense heart attack! business.,1
area help! contain.,1
page panic attack! spend.,1
so bleeding badly! reality.,1
i fever spiking! industry.,1
my oxygen is at 82 and dropping!,1
here accident here! line.,1
success o2 sensor alarm! phone.,1
blood pressure 83 over 52!,1
spo2 reading shows 85 percent!,1
spo2 reading shows 87 percent!,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
leg can't reach alert button! attack.,1
four falling pulse ox! choose.,1
believe oxygen level low! behavior.,1
thought severe shivering! side.,1
heart rate 122 and dizzy!,1
my oxygen is at 72 and dropping!,1
blood pressure 88 over 52!,1
heart rate 138 and dizzy!,1
gas oxygen tube disconnected! task.,1
guy chest pain! cost.,1
blood pressure 86 over 54!,1
my oxygen is at 73 and dropping!,1
listen bleeding badly! break.,1
think severe shivering! carry.,1
political bp crashing! simply.,1
red falling pulse ox! baby.,1
area coughing blood! live.,1
agent cold and clammy! add.,1
such can't breathe properly! end.,1
heart rate 173 and dizzy!,1
heart rate 160 and dizzy!,1
heart rate 130 and dizzy!,1
grow heart attack! table.,1
behind medication missed! myself.,1
heart rate 124 and dizzy!,1
blood vision blurring! but.,1
where medication missed! month.,1
while irregular heartbeat! skill.,1
temperature 41.3°c!,1
new temperature critical! guy.,1
least o2 sensor alarm! remember.,1
western oxygen tube disconnected! however.,1
speech emergency! final.,1
finish bleeding badly! federal.,1
heart rate 154 and dizzy!,1
blood pressure 80 over 40!,1
garden respiratory distress! involve.,1
man can't reach alert button! evening.,1
can't breathe properly with this oxygen mask!,1
republican i'm injured! happy.,1
official bleeding badly! deal.,1
blood pressure 82 over 41!,1
miss emergency! every.,1
their unresponsive! coach.,1
water falling pulse ox! lead.,1
heart rate 157 and dizzy!,1
girl heart attack! win.,1
artist irregular heartbeat! card.,1
my oxygen is at 82 and dropping!,1
happen can't reach alert button! side.,1
similar o2 sensor alarm! baby.,1
wall fire! certain.,1
effort coughing blood! great.,1
remain intruder alert! street.,1
my oxygen is at 79 and dropping!,1
important cold and clammy! fight.,1
throw coughing blood! water.,1
simply unresponsive! be.,1
heart rate 147 and dizzy!,1
this fever spiking! production.,1
heart rate 165 and dizzy!,1
money unresponsive! little.,1
heart rate 174 and dizzy!,1
blood pressure 86 over 53!,1
human o2 sensor alarm! cold.,1
stay fainting feeling! board.,1
film heart attack! cold.,1
big i need assistance! resource.,1
heart rate 136 and dizzy!,1
blood pressure 84 over 44!,1
my oxygen is at 75 and dropping!,1
can't breathe properly with this oxygen mask!,1
child accident here! fall.,1
force chest pain! nation.,1
can't breathe properly with this oxygen mask!,1
old sudden dizziness! kitchen.,1
heart rate 120 and dizzy!,1
someone oxygen level low! debate.,1
my oxygen is at 78 and dropping!,1
particularly heart rate dropping! baby.,1
group heart attack! western.,1
large accident here! resource.,1
item fainting feeling! sell.,1
explain intruder alert! condition.,1
door sudden dizziness! carry.,1
system sudden dizziness! glass.,1
understand hypothermia warning! answer.,1
recently oxygen level low! red.,1
large fainting feeling! successful.,1
season unresponsive! decision.,1
blood pressure 72 over 46!,1
appear can't breathe properly! consumer.,1
month fainting feeling! citizen.,1
spo2 reading shows 76 percent!,1
temperature 40.7°c!,1
chance dehydration symptoms! along.,1
spo2 reading shows 83 percent!,1
some temperature critical! store.,1
can't breathe properly with this oxygen mask!,1
heart rate 174 and dizzy!,1
shake call 911! often.,1
final heart attack! break.,1
can't breathe properly with this oxygen mask!,1
show intruder alert! pretty.,1
room falling pulse ox! fast.,1
baby can't breathe! cause.,1
go intruder alert! role.,1
my oxygen is at 76 and dropping!,1
condition emergency! set.,1
car hypothermia warning! foreign.,1
prepare hyperthermia alert! heavy.,1
role chest pain! front.,1
heart rate 173 and dizzy!,1
temperature 39.7°c!,1
garden panic attack! group.,1
worker unresponsive! long.,1
that heart attack! prepare.,1
carry medication missed! industry.,1
source irregular heartbeat! say.,1
shake severe shivering! around.,1
can't breathe properly with this oxygen mask!,1
rest heart attack! already.,1
open falling pulse ox! capital.,1
blood pressure 81 over 52!,1
blood pressure 82 over 49!,1
official emergency! course.,1
temperature 40.3°c!,1
my oxygen is at 85 and dropping!,1
temperature 39.4°c!,1
commercial unresponsive! control.,1
tell low blood oxygen! today.,1
rate accident here! wonder.,1
window help! identify.,1
single severe shivering! most.,1
can't breathe properly with this oxygen mask!,1
financial fever spiking! authority.,1
tend medication missed! participant.,1
my oxygen is at 82 and dropping!,1
dog temperature critical! use.,1
temperature 41.1°c!,1
heart rate 145 and dizzy!,1
my oxygen is at 75 and dropping!,1
never unresponsive! their.,1
country fever spiking! here.,1
temperature 40.7°c!,1
employee i'm injured! defense.,1
option irregular heartbeat! garden.,1
school temperature critical! three.,1
glass sudden dizziness! day.,1
stay someone help! institution.,1
raise o2 sensor alarm! common.,1
can't breathe properly with this oxygen mask!,1
control can't breathe properly! century.,1
share i need assistance! radio.,1
your i'm injured! true.,1
heart rate 122 and dizzy!,1
increase hypothermia warning! no.,1
can't breathe properly with this oxygen mask!,1
particularly respiratory distress! natural.,1
building panic attack! hotel.,1
hear coughing blood! smile.,1
forget respiratory distress! star.,1
spo2 reading shows 79 percent!,1
point can't reach alert button! blue.,1
machine i'm injured! within.,1
spo2 reading shows 77 percent!,1
indeed coughing blood! require.,1
red bp crashing! base.,1
time low blood oxygen! why.,1
push help! part.,1
leave vision blurring! discover.,1
blood pressure 79 over 45!,1
view irregular heartbeat! draw.,1
blood pressure 87 over 49!,1
answer fainting feeling! listen.,1
show can't reach alert button! walk.,1
situation hyperthermia alert! interest.,1
meeting chest pain! two.,1
time someone help! class.,1
score i need assistance! perhaps.,1
draw hyperthermia alert! lot.,1
attack can't breathe! author.,1
future call 911! adult.,1
my oxygen is at 75 and dropping!,1
travel spo2 below 90! get.,1
area can't breathe properly! different.,1
blood pressure 78 over 41!,1
dinner cold and clammy! focus.,1
light respiratory distress! live.,1
blood pressure 75 over 53!,1
magazine i'm injured! cut.,1
power call 911! able.,1
indeed accident here! southern.,1
example bp crashing! maintain.,1
daughter hypothermia warning! whose.,1
temperature 41.6°c!,1
method hypothermia warning! their.,1
visit fire! catch.,1
heart rate 174 and dizzy!,1
hard falling pulse ox! similar.,1
news irregular heartbeat! entire.,1
blood pressure 83 over 42!,1
system respiratory distress! report.,1
can't breathe properly with this oxygen mask!,1
heart rate 126 and dizzy!,1
strong panic attack! thousand.,1
evidence hyperthermia alert! war.,1
speak vision blurring! likely.,1
too low blood oxygen! way.,1
father fire! animal.,1
traditional accident here! hope.,1
my low blood oxygen! high.,1
blood pressure 80 over 46!,1
argue i'm injured! figure.,1
heart rate 150 and dizzy!,1
can't breathe properly with this oxygen mask!,1
picture spo2 below 90! stock.,1
national fire! tend.,1
best spo2 below 90! range.,1
deep chest pain! religious.,1
my oxygen is at 79 and dropping!,1
can't breathe properly with this oxygen mask!,1
spo2 reading shows 75 percent!,1
blood low blood oxygen! coach.,1
soon heart attack! industry.,1
nearly heart attack! wonder.,1
can't breathe properly with this oxygen mask!,1
training oxygen level low! cultural.,1
can't breathe properly with this oxygen mask!,1
blood pressure 77 over 45!,1
by low blood oxygen! maintain.,1
temperature 41.4°c!,1
senior low blood oxygen! upon.,1
again irregular heartbeat! cell.,1
left fire! allow.,1
military chest pain! form.,1
buy falling pulse ox! law.,1
decade dehydration symptoms! discuss.,1
without cold and clammy! even.,1
century i'm injured! state.,1
again fire! into.,1
long someone help! front.,1
stand heart rate dropping! recently.,1
baby can't reach alert button! street.,1
tough i'm injured! total.,1
person heart attack! establish.,1
effort chest pain! life.,1
blood pressure 73 over 51!,1
play oxygen level low! life.,1
rate unresponsive! beautiful.,1
surface chest pain! foot.,1
technology fainting feeling! himself.,1
spo2 reading shows 89 percent!,1
can't breathe properly with this oxygen mask!,1
bank i'm injured! finally.,1
career hypothermia warning! learn.,1
message hypothermia warning! future.,1
newspaper hyperthermia alert! state.,1
organization fever spiking! toward.,1
able emergency! range.,1
gun dehydration symptoms! fact.,1
human hyperthermia alert! various.,1
fall sudden dizziness! prepare.,1
spo2 reading shows 87 percent!,1
temperature 40.0°c!,1
hold medication missed! eat.,1
practice spo2 below 90! way.,1
can't breathe properly with this oxygen mask!,1
wall hypothermia warning! church.,1
teacher fever spiking! increase.,1
its bleeding badly! education.,1
voice vision blurring! to.,1
participant bleeding badly! data.,1
job oxygen level low! yes.,1
audience respiratory distress! line.,1
doctor i'm injured! as.,1
heart rate 150 and dizzy!,1
change oxygen level low! foreign.,1
temperature 41.8°c!,1
carry help! use.,1
personal severe shivering! fear.,1
can't breathe properly with this oxygen mask!,1
view can't breathe! claim.,1
have i need assistance! move.,1
maybe i'm injured! oil.,1
win dehydration symptoms! benefit.,1
blood pressure 89 over 40!,1
star spo2 below 90! season.,1
include falling pulse ox! fear.,1
my oxygen is at 82 and dropping!,1
manage heart rate dropping! everything.,1
my oxygen is at 86 and dropping!,1
moment medication missed! art.,1
temperature 41.9°c!,1
budget severe shivering! cell.,1
spo2 reading shows 85 percent!,1
heart rate 121 and dizzy!,1
across can't breathe! career.,1
debate someone help! space.,1
spo2 reading shows 81 percent!,1
temperature 41.1°c!,1
heart rate 126 and dizzy!,1
point accident here! citizen.,1
blood pressure 84 over 43!,1
my oxygen is at 74 and dropping!,1
report low blood oxygen! short.,1
hospital call 911! leg.,1
american emergency! southern.,1
pay sudden dizziness! democratic.,1
heart rate 156 and dizzy!,1
can't breathe properly with this oxygen mask!,1
morning spo2 below 90! us.,1
hour i need assistance! collection.,1
perhaps fire! number.,1
set cold and clammy! between.,1
heart rate 132 and dizzy!,1
attack medication missed! on.,1
white hypothermia warning! training.,1
across accident here! dream.,1
people temperature critical! value.,1
return respiratory distress! approach.,1
officer severe shivering! push.,1
temperature 41.7°c!,1
spo2 reading shows 87 percent!,1
address fire! page.,1
spo2 reading shows 86 percent!,1
fly fire! board.,1
take spo2 below 90! south.,1
heart rate 175 and dizzy!,1
ground dehydration symptoms! trip.,1
until temperature critical! accept.,1
behavior irregular heartbeat! next.,1
spo2 reading shows 88 percent!,1
win chest pain! interest.,1
establish heart rate dropping! ability.,1
blood pressure 85 over 43!,1
tree can't breathe properly! class.,1
spo2 reading shows 83 percent!,1
fight oxygen level low! care.,1
spo2 reading shows 85 percent!,1
office heart rate dropping! probably.,1
temperature 40.9°c!,1
my oxygen is at 83 and dropping!,1
high severe shivering! seven.,1
whatever heart rate dropping! throw.,1
guy fire! still.,1
indeed unresponsive! manager.,1
with o2 sensor alarm! crime.,1
my oxygen is at 85 and dropping!,1
my oxygen is at 75 and dropping!,1
assume irregular heartbeat! try.,1
note oxygen level low! finally.,1
maintain heart attack! well.,1
evidence unresponsive! special.,1
my oxygen is at 89 and dropping!,1
ball i need assistance! mother.,1
blood pressure 77 over 44!,1
fear irregular heartbeat! cut.,1
temperature 39.4°c!,1
my oxygen is at 72 and dropping!,1
can't breathe properly with this oxygen mask!,1
possible oxygen level low! term.,1
person hyperthermia alert! get.,1
if accident here! ready.,1
party oxygen tube disconnected! four.,1
sell sudden dizziness! argue.,1
blood pressure 82 over 54!,1
cut fever spiking! animal.,1
unit hyperthermia alert! finish.,1
us intruder alert! chance.,1
bit i'm injured! ten.,1
east chest pain! across.,1
interesting can't breathe properly! beautiful.,1
building someone help! american.,1
parent panic attack! for.,1
right intruder alert! south.,1
for oxygen tube disconnected! drug.,1
spo2 reading shows 87 percent!,1
sure oxygen tube disconnected! possible.,1
tree unresponsive! make.,1
world can't reach alert button! name.,1
turn coughing blood! today.,1
right panic attack! brother.,1
himself i need assistance! late.,1
heart rate 138 and dizzy!,1
reach o2 sensor alarm! safe.,1
can't breathe properly with this oxygen mask!,1
my oxygen is at 79 and dropping!,1
can't breathe properly with this oxygen mask!,1
blood pressure 73 over 41!,1
road bleeding badly! door.,1
interesting falling pulse ox! leader.,1
only bleeding badly! image.,1
heart rate 169 and dizzy!,1
system respiratory distress! short.,1
temperature 41.7°c!,1
blood pressure 84 over 46!,1
my cold and clammy! instead.,1
adult hypothermia warning! end.,1
allow o2 sensor alarm! wear.,1
situation emergency! great.,1
laugh chest pain! choice.,1
series vision blurring! able.,1
turn hypothermia warning! agree.,1
my oxygen is at 81 and dropping!,1
manage dehydration symptoms! prove.,1
southern vision blurring! fear.,1
mr dehydration symptoms! really.,1
spo2 reading shows 88 percent!,1
he fever spiking! financial.,1
investment fainting feeling! able.,1
question can't breathe properly! will.,1
spo2 reading shows 77 percent!,1
heart rate 134 and dizzy!,1
stage hypothermia warning! know.,1
temperature 40.7°c!,1
out i'm injured! defense.,1
heart rate 155 and dizzy!,1
site call 911! marriage.,1
night fire! lay.,1
mission irregular heartbeat! site.,1
theory spo2 below 90! really.,1
cost sudden dizziness! compare.,1
can't breathe properly with this oxygen mask!,1
can't breathe properly with this oxygen mask!,1
my oxygen is at 70 and dropping!,1
capital can't breathe! career.,1
much respiratory distress! power.,1
affect severe shivering! consider.,1
continue unresponsive! always.,1
heart rate 147 and dizzy!,1
temperature 39.3°c!,1
soon oxygen tube disconnected! fact.,1
can't breathe properly with this oxygen mask!,1
enjoy i need assistance! expert.,1
heart rate 177 and dizzy!,1
account can't reach alert button! culture.,1
temperature 40.1°c!,1
claim bleeding badly! always.,1
their severe shivering! institution.,1
spo2 reading shows 80 percent!,1
blood pressure 72 over 53!,1
since can't breathe! a.,1
blood pressure 84 over 42!,1
security heart rate dropping! likely.,1
need oxygen level low! rock.,1
tough oxygen tube disconnected! consumer.,1
service can't reach alert button! front.,1
him hyperthermia alert! wish.,1
spo2 reading shows 83 percent!,1
people cold and clammy! recently.,1
bad fever spiking! leader.,1
best intruder alert! when.,1
blood pressure 79 over 48!,1
mother heart rate dropping! painting.,1
then irregular heartbeat! save.,1
car hypothermia warning! high.,1
would hyperthermia alert! history.,1
short cold and clammy! compare.,1
approach intruder alert! so.,1
thank heart attack! assume.,1
again heart rate dropping! project.,1
above intruder alert! employee.,1
might oxygen tube disconnected! after.,1
exactly heart attack! stand.,1
star temperature critical! either.,1
establish heart attack! despite.,1
temperature 39.8°c!,1
temperature 40.4°c!,1
even fire! participant.,1
job hypothermia warning! sign.,1
six help! than.,1
my oxygen is at 88 and dropping!,1
month someone help! group.,1
really vision blurring! ball.,1
my oxygen is at 82 and dropping!,1
start emergency! close.,1
them respiratory distress! practice.,1
body hyperthermia alert! republican.,1
magazine fainting feeling! fish.,1
according temperature critical! cut.,1
gun fire! go.,1
spo2 reading shows 87 percent!,1
per spo2 below 90! occur.,1
its dehydration symptoms! nature.,1
particularly cold and clammy! so.,1
low low blood oxygen! while.,1
threat dehydration symptoms! since.,1
yard fainting feeling! financial.,1
particular call 911! community.,1
lot i'm injured! few.,1
sell someone help! professor.,1
spo2 reading shows 78 percent!,1
image intruder alert! staff.,1
base help! rule.,1
temperature 41.1°c!,1
dream bleeding badly! themselves.,1
news hypothermia warning! mrs.,1
blood pressure 79 over 47!,1
spo2 reading shows 89 percent!,1
can't breathe properly with this oxygen mask!,1
would emergency! school.,1
temperature 40.2°c!,1
do unresponsive! social.,1
cover can't breathe! direction.,1
low vision blurring! partner.,1
detail oxygen level low! instead.,1
guess i'm injured! above.,1
heart rate 162 and dizzy!,1
great cold and clammy! however.,1
spo2 reading shows 84 percent!,1
building bp crashing! arrive.,1
conference falling pulse ox! election.,1
my oxygen is at 81 and dropping!,1
together unresponsive! message.,1
data vision blurring! need.,1
rest vision blurring! who.,1
my oxygen is at 73 and dropping!,1
another can't breathe! feel.,1
coach coughing blood! official.,1
can't breathe properly with this oxygen mask!,1
fast sudden dizziness! run.,1
above temperature critical! they.,1
let dehydration symptoms! join.,1
white can't breathe properly! strong.,1
notice respiratory distress! tend.,1
check can't breathe properly! can.,1
road o2 sensor alarm! shake.,1
wish fainting feeling! whatever.,1
figure hypothermia warning! true.,1
spo2 reading shows 86 percent!,1
skin help! which.,1
specific oxygen level low! mr.,1
stand hyperthermia alert! book.,1
heart rate 177 and dizzy!,1
temperature 40.7°c!,1
service can't breathe properly! even.,1
policy can't breathe! firm.,1
language sudden dizziness! full.,1
you hyperthermia alert! carry.,1
maintain i need assistance! shake.,1
law i'm injured! service.,1
can't breathe properly with this oxygen mask!,1
temperature 39.7°c!,1
wide sudden dizziness! whole.,1
movie bp crashing! several.,1
general respiratory distress! among.,1
so bp crashing! best.,1
worry can't breathe properly! fish.,1
analysis dehydration symptoms! particular.,1
blood pressure 74 over 50!,1
painting can't breathe! early.,1
wear oxygen level low! process.,1
ability hypothermia warning! fast.,1
but oxygen tube disconnected! despite.,1
think medication missed! drive.,1
it hypothermia warning! its.,1
rock dehydration symptoms! language.,1
blood pressure 88 over 40!,1
temperature 42.0°c!,1
among someone help! upon.,1
certain someone help! per.,1
heart rate 126 and dizzy!,1
down respiratory distress! scene.,1
state falling pulse ox! interest.,1
my oxygen is at 88 and dropping!,1
positive emergency! budget.,1
lose fire! american.,1
heart rate 158 and dizzy!,1
consumer someone help! place.,1
friend fire! require.,1
teach call 911! prove.,1
temperature 41.5°c!,1
last respiratory distress! author.,1
remain oxygen tube disconnected! position.,1
my oxygen is at 84 and dropping!,1
temperature 41.6°c!,1
blood pressure 73 over 42!,1
can't breathe properly with this oxygen mask!,1
few call 911! really.,1
can't breathe properly with this oxygen mask!,1
measure o2 sensor alarm! organization.,1
spo2 reading shows 89 percent!,1
hand i need assistance! game.,1
book oxygen tube disconnected! debate.,1
little heart attack! science.,1
some cold and clammy! require.,1
enough i'm injured! indeed.,1
my oxygen is at 79 and dropping!,1
member falling pulse ox! federal.,1
receive chest pain! rich.,1
more someone help! explain.,1
evidence emergency! want.,1
democrat heart rate dropping! room.,1
spo2 reading shows 76 percent!,1
temperature 39.6°c!,1
temperature 39.1°c!,1
heart rate 174 and dizzy!,1
room irregular heartbeat! just.,1
data hypothermia warning! while.,1
normal stiffness,0
temperature normal: 37.4°c,0
spo2 at 98,0
medication taken at 7:20,0
regular heartbeat,0
oxygen stable at 94%,0
daily walk completed,0
slight congestion,0
normal fatigue,0
resting heart rate 62 bpm,0
blood pressure 115/75,0
oxygen levels stable,0
"light meal consumed, digestion normal",0
slight cold feeling,0
temperature normal: 37.5°c,0
resting heart rate 76 bpm,0
feeling rested,0
normal aging discomfort,0
medication taken at 4:16,0
feeling rested,0
feeling rested,0
medication taken at 3:14,0
vitals normal,0
temperature normal: 36.9°c,0
slight congestion,0
breathing comfortably,0
blood pressure 127/85,0
"light meal consumed, digestion normal",0
spo2 at 98,0
spo2 at 98,0
normal stiffness,0
"light meal consumed, digestion normal",0
"light meal consumed, digestion normal",0
resting heart rate 80 bpm,0
good morning!,0
oxygen stable at 96%,0
thanks for the help,0
blood pressure 127/70,0
routine checkup needed,0
blood sugar normal,0
medication taken at 3:42,0
how are you?,0
blood pressure 118/83,0
routine checkup needed,0
see you tomorrow,0
nice weather today,0
thanks for the help,0
what's for dinner?,0
oxygen stable at 93%,0
what's for dinner?,0
temperature normal: 36.9°c,0
spo2 at 98,0
completed daily physiotherapy exercises,0
medication taken,0
"light meal consumed, digestion normal",0
medication taken at 8:43,0
thanks for the help,0
thanks for the help,0
temperature normal: 37.3°c,0
temperature normal,0
feeling rested,0
how are you?,0
good morning!,0
blood pressure 116/75,0
medication taken at 1:33,0
expected tiredness,0
completed daily physiotherapy exercises,0
temperature normal: 36.3°c,0
completed daily physiotherapy exercises,0
appetite normal,0
slight cold feeling,0
temperature normal: 36.6°c,0
temperature normal: 36.2°c,0
medication taken at 11:53,0
temperature normal: 37.3°c,0
temperature normal,0
regular heartbeat,0
routine checkup needed,0
blood pressure 111/78,0
bp within range,0
completed daily physiotherapy exercises,0
normal fatigue,0
completed daily physiotherapy exercises,0
expected tiredness,0
resting heart rate 79 bpm,0
"light meal consumed, digestion normal",0
completed daily physiotherapy exercises,0
